text,count
"AK, WRANGELL ISLAND, WRANGELL, STIKINE QWAN",153
"NEW GUINEA, PAPUA, SOUTHERN HIGHLANDS DIVISION, TARI",152
"(COLON), JERICO, SELIN FARM",152
"MINDORO, YAGAW",151
"VERACRUZ, PANUCO",151
SOUTHERN CHIN HILLS,148
RIO ISANA,148
"UT, UINTAH COUNTY, WHITEROCKS",147
"LAIKIPIA, KIJABE",147
"DF/MEXICO, NONOALCO, CAMPO CERRO, EAST TRAVERSE",147
"DF/MEXICO, NONOALCO, CAMPO CERRO, DEPOT OF MEXICAN LIGHT AND POWER COMPANY BETWEEN CALZADA DE NONOALCO AND LAST BLOCK OF CALLE DE MARTE",147
VERA CRUZ,146
"MINDANAO, SANTA CRUZ",145
"NEW GUINEA, (BRITISH NEW GUINEA), FLY RIVER",144
"MINDANAO, DAVAO PROVINCE",144
COLIMA,144
"NEW GUINEA, (TERRITORY OF NEW GUINEA), WESTERN HIGHLANDS DISTRICT, WABAG",143
FL,143
ECLIPSE SOUND AND PONDS BAY,142
"LUZON, BENGUET PROVINCE",142
SOUTH COAST?,142
"NM, SANTA FE COUNTY, NAMBE",141
"MASHONALAND, MAZOE DISTRICT",141
SUMATRA,140
BORNEO,140
"DF/MEXICO, EL ARBOLILLO, TRENCH B, SOUTH EXTENSION",140
"MORELOS, CUERNAVACA, GUALUPITA, TRENCH D",140
"NEW GUINEA, MT. HAGEN, ABOVE TOMBA",139
"WESTERN AUSTRALIA, WARBURTON",139
"GUERRERO, SAN GERONIMO DISTRICT",139
"GUERRERO, MAZELA",138
"MORELOS, CUERNAVACA, GUALUPITA",138
"NEW GUINEA, YUAT RIVER",137
"NM, RIO ARRIBA COUNTY, SAN JUAN PUEBLO",137
"MADHYA PRADESH, RAISEN DISTRICT, NIMKHERA VILLAGE",137
"AK, GAN-DA-CAN, HOONAH KOW",136
BOTEL TOBAGO,136
"AK, NORTON SOUND",135
"AK, BERING SEA, KING ISLAND",135
DELHI UNION TERRITORY,135
NEW CALEDONIA,134
"NEW GUINEA, MENDI, SOUTHERN HIGHLANDS DIVISION",134
"DF/MEXICO, TICOMAN, TRENCH A",134
"DF/MEXICO, SAN JUAN TEOTIHUACÁN, SOUTH OF MUSEUM",133
"VERACRUZ, TABUCO",133
"BALI, TARO",132
"SONORA, HUATABAMPO",132
"NEW GUINEA, (DUTCH NEW GUINEA), DJAYA PURA? (HOLLANDIA)",131
"COOK ISLANDS, MANGAIA ISLAND",131
MWAMBA?,129
NEW HEBRIDES,128
"AK, ADMIRALTY ISLAND, ANGOON, HOOTZ-A-TA QWAN",128
ARAWA RIVER,128
"JALISCO, TOTOATE, RUIN",128
"DF/MEXICO, CHICONAUHTLA, EAST TRAVERSE",128
"VERACRUZ, PANUCO, EL PRISCO",128
"NM, MIMBRES VALLEY",127
ME,127
"ECLIPSE SOUND AND PONDS BAY, BAFFINSLAND",127
KIGEZI DISTRICT,125
"VERACRUZ, PANUCO, PAVON SITE",125
"NEW GUINEA, PAPUA, TARI",124
"OKAVANGO RIVER, RUNTU CAMP",124
GUERRERO,124
HERRADURA MOUND,124
"NM, RIO ARRIBA COUNTY, SANTA CLARA PUEBLO",123
"SIBERIA, INDIAN POINT, UNIIN",123
KABUL,123
"PUEBLA, CHOLULA",123
"NEW GUINEA, PORT MORESBY",122
"MO, MISSISSIPPI COUNTY, CHARLESTON",122
SALVADOR,121
SURCO,120
RANGOON OR MANDALAY,119
"GUERRERO, ACAPULCO",119
NILGIRI HILLS,118
MINDORO ISLAND,118
DEPARTMENT OF SANTA MARTA,118
"DF/MEXICO, SAN CRISTOBAL ECATEPEC",117
SMITH SOUND,116
MELANESIA,115
VA,115
"HIDALGO, TULA",115
"DF/MEXICO, SANTIAGO AHUITZOTLA, EL CORRAL VICINITY, TRENCH A, EARLY",115
"DF/MEXICO, NONOALCO, CAMPO CERRO, EAST TRAVERSE, WEST EXTENSION",115
"NEW GUINEA, (NETHERLANDS NEW GUINEA)?",114
BENARES,114
"DF/MEXICO, SAN SIMÓN",114
"CHIAPAS, BANKS OF THE USUMACINTLA RIVER, TECOLPA?/MONTE CRISTO?/TENOSIQUE?",113
"NEW GUINEA, ON THE AIBOM LAKE?",112
NOVA SCOTIA,112
"AK, YUKON DELTA, SAINT MICHAEL",112
RIO MAPUERA,112
NASCA?,112
YAKUSU,112
"TURKANA DISTRICT, LODWAR",112
"EL PETEN (PETEN), UAXACTUN",112
"NM, CIBOLA COUNTY, LAGUNA PUEBLO",111
LANGTON BAY,111
EQUATOR,111
"NEW GUINEA, EASTERN IATMUL, TAMBUNAM VILLAGE",110
"NM, SANDOVAL COUNTY, SANTO DOMINGO PUEBLO",110
EASTERN PROVINCE,110
"DF/MEXICO, ZACATENCO, TRENCH E",110
"DF/MEXICO, CHICONAUHTLA, SOUTH TRAVERSE",110
"NEW GUINEA, CENTRAL HIGHLANDS, WAHGI REGION, KUP",109
"IA, TAMA COUNTY, TAMA",109
"NAYARÍT (TERRITORY OF TEPIC), SANTA TERESA",109
"AK, NORTH SLOPE BOROUGH, CAPE SMYTHE",108
"LUZON, BONTOC PROVINCE",108
HANOI,108
"DF/MEXICO, COATEPEC",108
"OAXACA, CUILAPA?/MITLA?/XOXOCOTLÁN?",108
"SIBERIA, OPUKA",107
"ICA VALLEY, CERRO UHLE, HACIENDA OCUCAJE",107
"CUZCO AREA, CHINCHEROS",106
KANO,106
"JALISCO, ATOYAC",106
NEW BRITAIN,105
EASTER ISLAND,105
BELLONA ISLAND,105
"AK, YAKUTAT BOROUGH, YAKUTAT",105
SEOUL,105
"NORTHEAST PERU, MIDDLE RIO PISQUI",105
YUCATAN,105
"MORELOS, CUERNAVACA",105
"SAMOA, WESTERN SAMOA (BRITISH SAMOA), SAVAI'I ISLAND (SAVA'I)",104
"LUZON, UNION PROVINCE",104
EAST GREENLAND,103
SUDAN AREA,103
"OAXACA, BOCA DEL RIO",103
LAB,102
"LUZON, ZAMBALES/BATAAN/TARLOC/PAMPANGA",102
"PRINCE ALBERT SOUND, VICTORIALAND",101
"BAC NINH PROVINCE, DONG HO VILLAGE",101
"EAST PERU, RIO TAMBO REGION, ALTO UCAYALI",101
RÍO JURUENA,101
"EAST PERU, UPPER YAVARI RIVER",101
EQUATORIAL PROVINCE,100
NICOYA,100
"DF/MEXICO, EL ARBOLILLO, TRENCH D",100
"DF/MEXICO, SANTIAGO AHUITZOTLA, EL CORRAL, VICINITY OF",100
SAN BLAS ISLANDS,100
"AK, NORTH SLOPE BOROUGH, POINT BARROW",98
"AK, YUKON DELTA",98
"MINDANAO, DISTRICT OF DAVAO",98
"JALISCO, TUXPAN",98
"MICHOACÁN, TZINTZUNTZAN",98
"CHIHUAHUA, CAVE VALLEY MOUNDS",98
CA?,97
LA,97
QUETZALTENANGO,97
CAROLINE ISLANDS,96
"SOCIETY ISLANDS, MOOREA ISLAND",96
"GUERRERO, QUECHOMICTIPAN",96
"HUDSON BAY, WEST COAST",95
VAUPÉS/CAQUETÁ ?,95
"VERACRUZ, PANUCO, VERA CRUZ",95
MANILA AND VICINITY,94
"CHIAPAS, PAREDON",94
GILBERT ISLANDS (KINGSMILL),93
MT,93
EAST ECUADOR,93
SANOYEA,93
"NEW GUINEA, (TERRITORY OF NEW GUINEA), MAY RIVER",92
"ANDAMAN ISLANDS, LITTLE ANDAMAN",92
BOLOBO,92
"NEW GUINEA, HIGHLANDS NEW GUINEA, KAIRONK VALLEY",91
CEBU ISLAND,91
"LUZON, TARLOC PROVINCE",91
"SOUTH VENEZUELA, APURE",91
"VERACRUZ, NORTH PANUCO",91
CENTRAL COAST?,90
"KASAI, BENA DIMONA?",90
EQU'L PROV/DIST.OF LAKE TUMBA,90
AVAKUBI,90
OORFA,89
"LUZON, LEPANTO-BONTOC PROVINCE, EASTERN LEPANTO-BONTOC PROVINCE",89
TJESSIDE,89
EAST OF VOLCANO TURRIALBA,88
PATUCA RIVER,88
"AK, ALEUTIANS EAST BOROUGH?, ALEUTIAN ISLANDS",87
"NM, VALENCIA COUNTY, ACOMA",87
SOUTH GREENLAND,87
"NORTHEAST PERU, GRAN PAJONAL",87
UPPER UBANGI,87
NOUVELLE ANVERS,87
NORTHERN MEXICO,87
RENNELL ISLAND,86
"NEW GUINEA, SIMBAI VALLEY, AMBIA",86
"NEW BRITAIN, MATUPI ISLAND",86
"AK, CAPE NOME",86
"DF/MEXICO, HUEXOTLA",86
"DF/MEXICO, EL ARBOLILLO, TRENCH E",86
RIO GENERAL,86
"VERACRUZ, PANUCO, EL PRISCO BRICKYARD",85
NEW GUINEA?,84
BC?,84
"ND, BURLEIGH COUNTY, BISMARCK",84
"SIBERIA, CAPE BARYKOFF",84
MANAGUA,84
"TLAXCALA, CALPULALPAN",84
"MN, CASS COUNTY, LEECH LAKE",83
WEST GREENLAND,83
LEYTE ISLAND,83
"BORNEO, SARAWAK, TINJAR/BARAM RIVERS, KAMPONG BANTANG/SIMPOK",83
K'EROS,83
"SAN MIGUEL RIVER, SANTA ROSA DE SUCUMBIO",83
"SINALOA, NEAR CULIACAN, CHAMETLA",83
"OAXACA, A RANCH ABOUT 3 MILES UPSTREAM FROM TEHUANTEPEC, MIXTEQUILLA",83
HANKOW,82
RANN OF KUTCH,82
"FERGANA PROVINCE, MARGILAN",82
"AK, NORTH SLOPE BOROUGH, POINT HOPE",81
"EL ALGARROBAL, SAN PATRICIO, AND SAN ANDRES",81
OBART AKARA,81
"BC, VANCOUVER ISLAND, FRIENDLY COVE *",80
"FL, BROWARD COUNTY?, HENDRY COUNTY?, BIG CYPRESS SEMINOLE INDIAN RESERVATION",80
ZULULAND,80
"NEW GUINEA, (TERRITORY OF NEW GUINEA), EASTERN HIGHLANDS DIVISION, MAKINTIA",79
"AK, CHICHAGOF ISLAND, HOONAH",79
"UPPER CURANJA RIVER, RIGHT-HAND TRIBUTARY OF UPPER PURÚS RIVER",79
"(TOLEDO DISTRICT), WILD CANE CAY",79
"DF/MEXICO, ATZCAPOTZALCO, NEAR SANTIAGO AHUITZOTLA, EL CORRAL",79
"SOLOMON ISLANDS, NEW GEORGIA, (RUBIANA/ROVIANA)",78
"SIBERIA, M. ANADYR",78
SANTA CATARINA,78
"NORTHEAST PERU, RIO SANTIAGO",78
PERUVIAN MONTAÑA,78
PANGA,78
"DF/MEXICO, CHICONAUHTLA, WEST TRAVERSE",78
"IMAM SAHIB, SOUTH OF MAIMANA",77
"NORTHEAST PERU, ALTO RIO MARAÑON",77
"GUERRERO, COACOYULA? (COACOGULA)",77
"BC, VANCOUVER",76
"ONT, FORT HOPE",76
